CraneEventID,CraneID,VesselCallID,EventTime,ActiveMinutes,DowntimeMinutes,MovesCompleted,ShiftName
CE00759,QC04,VC00379,2026-01-15 23:38:00,467,58,69,Night
CE00760,QC07,VC00674,2025-02-14 15:47:00,444,82,30,Night
CE00761,QC08,VC00631,2025-02-28 22:35:00,306,17,67,Night
CE00762,QC08,VC00249,2025-12-28 02:37:00,326,10,46,Night
CE00763,QC08,VC00743,2026-09-19 11:08:00,333,77,76,Night
CE00764,QC07,VC00365,2025-09-24 12:46:00,314,27,75,Morning
CE00765,QC03,VC00034,2025-08-12 17:09:00,440,59,38,Evening
CE00766,QC03,VC00076,2025-07-30 09:45:00,331,60,63,Morning
CE00767,QC08,VC00503,2025-12-11 03:21:00,317,84,38,Morning
CE00768,QC02,VC00053,2026-01-24 09:30:00,399,66,23,Morning
CE00769,QC04,VC00233,2025-01-12 04:25:00,440,2,71,Night
CE00770,QC08,VC00606,2025-09-27 16:39:00,400,61,65,Morning
CE00771,QC02,VC00078,2026-11-25 23:39:00,408,62,27,Morning
CE00772,QC01,VC00411,2026-11-09 13:23:00,422,6,62,Night
CE00773,QC06,VC00775,2025-05-01 06:05:00,379,25,53,Night
CE00774,QC03,VC00556,2025-01-01 06:16:00,436,46,57,Evening
CE00775,QC02,VC00696,2026-02-27 11:27:00,347,90,31,Night
CE00776,QC08,VC00670,2025-08-02 00:24:00,309,73,42,Night
CE00777,QC08,VC00555,2026-11-11 01:39:00,437,56,71,Morning
CE00778,QC05,VC00158,2025-04-15 19:16:00,400,81,43,Evening
CE00779,QC06,VC00839,2025-01-31 19:09:00,373,28,64,Evening
CE00780,QC02,VC00476,2026-01-02 17:01:00,391,14,43,Night
CE00781,QC08,VC00785,2025-07-18 16:45:00,447,32,32,Night
CE00782,QC04,VC00831,2025-02-13 06:49:00,436,89,46,Evening
CE00783,QC07,VC00415,2026-07-27 15:24:00,382,16,75,Evening
CE00784,QC08,VC00949,2026-07-25 09:52:00,313,24,69,Night
CE00785,QC06,VC00480,2025-08-25 01:55:00,367,84,31,Morning
CE00786,QC03,VC00557,2026-09-16 00:24:00,343,11,51,Morning
CE00787,QC02,VC00284,2025-06-04 01:46:00,436,25,80,Night
CE00788,QC07,VC00979,2026-10-10 03:58:00,302,76,54,Evening
CE00789,QC04,VC00471,2026-02-07 07:35:00,403,70,32,Morning
CE00790,QC05,VC00122,2025-10-30 11:52:00,435,87,41,Morning
CE00791,QC01,VC00687,2025-08-27 09:55:00,313,34,52,Morning
CE00792,QC06,VC00478,2026-10-11 09:30:00,306,42,43,Night
CE00793,QC04,VC00364,2026-09-08 18:57:00,405,33,65,Evening
CE00794,QC08,VC00612,2025-05-29 15:59:00,312,16,59,Morning
CE00795,QC01,VC00833,2026-05-26 22:49:00,444,41,54,Morning
CE00796,QC01,VC00354,2026-03-29 01:08:00,362,5,46,Night
CE00797,QC03,VC00377,2026-10-31 07:42:00,480,1,22,Night
CE00798,QC03,VC00060,2026-07-12 22:20:00,387,60,34,Morning
CE00799,QC02,VC00922,2026-08-06 01:22:00,342,41,71,Evening
CE00800,QC03,VC00148,2026-07-07 08:03:00,446,66,62,Evening
CE00801,QC01,VC00417,2026-12-06 04:53:00,380,66,46,Morning
CE00802,QC04,VC00198,2025-12-31 04:12:00,341,70,71,Morning
CE00803,QC08,VC00097,2026-01-10 18:34:00,302,77,71,Evening
CE00804,QC03,VC00562,2026-06-21 12:20:00,475,72,57,Morning
CE00805,QC07,VC00286,2025-12-01 03:52:00,453,32,76,Evening
CE00806,QC06,VC00346,2025-05-25 15:35:00,322,52,36,Night
CE00807,QC01,VC00396,2025-04-26 02:37:00,351,47,50,Night
CE00808,QC03,VC00473,2026-10-06 03:40:00,443,69,37,Evening
CE00809,QC01,VC00396,2025-04-26 02:37:00,470,52,75,Morning
CE00810,QC02,VC00807,2025-10-04 23:31:00,415,69,52,Morning
CE00811,QC08,VC00931,2025-01-07 07:30:00,371,75,62,Evening
CE00812,QC06,VC00187,2025-09-13 18:13:00,384,1,44,Evening
CE00813,QC07,VC00477,2026-07-20 07:26:00,365,68,45,Evening
CE00814,QC08,VC00034,2025-08-12 17:09:00,433,30,36,Evening
CE00815,QC06,VC00925,2026-05-21 02:54:00,380,16,52,Evening
CE00816,QC02,VC00771,2025-03-24 03:55:00,315,36,33,Evening
CE00817,QC06,VC00020,2026-01-07 02:21:00,477,6,79,Night
CE00818,QC01,VC00747,2025-12-14 00:34:00,339,4,39,Evening
CE00819,QC07,VC00378,2026-05-28 09:21:00,327,41,24,Evening
CE00820,QC07,VC00770,2025-07-12 23:39:00,310,20,75,Night
CE00821,QC07,VC00472,2026-02-03 11:11:00,338,35,70,Morning
CE00822,QC06,VC00202,2026-01-10 20:59:00,324,63,29,Night
CE00823,QC05,VC00232,2025-03-08 10:55:00,411,56,31,Morning
CE00824,QC02,VC00656,2026-05-07 05:32:00,394,83,78,Evening
CE00825,QC01,VC00233,2025-01-12 04:25:00,404,46,76,Evening
CE00826,QC06,VC00493,2025-08-06 02:03:00,480,44,32,Night
CE00827,QC01,VC00102,2026-01-08 03:54:00,405,34,52,Morning
CE00828,QC06,VC00467,2025-08-14 10:12:00,446,81,67,Evening
CE00829,QC07,VC00449,2026-04-26 04:42:00,382,35,46,Morning
CE00830,QC07,VC00124,2026-08-29 15:07:00,412,65,62,Morning
CE00831,QC03,VC00162,2025-08-05 20:36:00,361,66,36,Morning
CE00832,QC04,VC00895,2026-07-16 12:20:00,383,24,75,Evening
CE00833,QC04,VC00860,2026-06-02 11:17:00,382,16,46,Evening
CE00834,QC03,VC00131,2025-03-24 00:18:00,416,74,44,Evening
CE00835,QC06,VC00166,2026-02-27 19:42:00,378,54,41,Night
CE00836,QC08,VC00364,2026-09-08 18:57:00,354,5,55,Night
CE00837,QC06,VC00760,2025-03-09 10:54:00,327,29,66,Evening
CE00838,QC03,VC00323,2025-11-08 14:32:00,413,33,60,Night
CE00839,QC07,VC00721,2025-08-17 14:51:00,419,82,27,Evening
CE00840,QC07,VC00950,2026-06-23 13:35:00,335,86,68,Morning
CE00841,QC04,VC00462,2026-07-28 00:55:00,463,35,49,Evening
CE00842,QC01,VC00664,2025-02-07 12:36:00,455,48,25,Morning
CE00843,QC01,VC00091,2025-08-21 03:59:00,346,34,74,Evening
CE00844,QC06,VC00860,2026-06-02 11:17:00,415,23,65,Evening
CE00845,QC08,VC00432,2025-12-06 00:32:00,318,22,20,Evening
CE00846,QC02,VC00871,2025-07-05 10:13:00,390,34,20,Morning
CE00847,QC06,VC00758,2026-06-21 13:18:00,418,41,30,Night
CE00848,QC04,VC00537,2025-07-23 16:16:00,321,75,64,Night
CE00849,QC08,VC00464,2025-04-11 15:47:00,433,35,66,Morning
CE00850,QC03,VC00981,2025-06-09 16:07:00,352,26,73,Morning
CE00851,QC02,VC00909,2025-11-05 08:31:00,363,82,73,Evening
CE00852,QC08,VC00980,2026-04-08 11:27:00,377,36,57,Morning
CE00853,QC08,VC00590,2026-05-28 02:53:00,331,30,62,Morning
CE00854,QC08,VC00186,2026-08-10 01:30:00,413,20,51,Morning
CE00855,QC05,VC00157,2026-02-28 23:26:00,390,19,33,Morning
CE00856,QC01,VC00189,2026-06-13 08:41:00,332,26,66,Evening
CE00857,QC08,VC00593,2025-10-08 20:12:00,436,83,27,Night
CE00858,QC04,VC00008,2025-09-20 02:05:00,417,13,43,Night
CE00859,QC01,VC00102,2026-01-08 03:54:00,458,38,22,Evening
CE00860,QC08,VC00112,2026-08-31 05:30:00,336,12,54,Night
CE00861,QC03,VC00783,2025-10-04 06:40:00,411,1,33,Morning
CE00862,QC08,VC00975,2026-05-20 19:04:00,335,33,54,Evening
CE00863,QC06,VC00716,2026-06-05 23:36:00,381,30,68,Evening
CE00864,QC06,VC00807,2025-10-04 23:31:00,457,12,35,Evening
CE00865,QC07,VC00302,2025-07-19 05:38:00,454,40,34,Morning
CE00866,QC01,VC00418,2026-03-23 21:14:00,474,4,40,Evening
CE00867,QC08,VC00813,2025-03-08 23:25:00,434,21,48,Morning
CE00868,QC02,VC00725,2025-11-14 19:12:00,329,17,20,Morning
CE00869,QC06,VC00388,2025-10-19 13:34:00,312,41,35,Night
CE00870,QC07,VC00455,2026-08-20 15:39:00,421,33,60,Evening
CE00871,QC01,VC00560,2026-05-26 12:24:00,305,13,59,Night
CE00872,QC01,VC00949,2026-07-25 09:52:00,473,12,46,Evening
CE00873,QC01,VC00679,2026-01-17 22:20:00,417,39,76,Evening
CE00874,QC01,VC00887,2026-08-25 00:55:00,477,60,69,Night
CE00875,QC05,VC00918,2025-04-09 08:48:00,475,64,70,Night
CE00876,QC03,VC00619,2025-09-02 15:44:00,452,52,49,Night
CE00877,QC03,VC00004,2026-11-30 07:29:00,312,1,59,Night
CE00878,QC04,VC00320,2026-03-30 01:46:00,434,20,40,Evening
CE00879,QC08,VC00998,2025-03-21 22:44:00,399,77,68,Evening
CE00880,QC01,VC00116,2025-10-10 22:20:00,393,65,66,Evening
CE00881,QC05,VC00317,2026-10-12 07:48:00,467,54,43,Evening
CE00882,QC05,VC00923,2025-07-07 15:14:00,445,16,57,Morning
CE00883,QC05,VC00502,2026-02-22 03:50:00,422,40,35,Night
CE00884,QC03,VC00803,2025-04-27 15:58:00,369,23,73,Morning
CE00885,QC08,VC00984,2025-04-30 11:52:00,461,85,49,Evening
CE00886,QC06,VC00945,2026-02-08 00:50:00,387,33,68,Night
CE00887,QC06,VC00553,2026-06-02 02:56:00,461,78,49,Evening
CE00888,QC04,VC00436,2025-12-20 10:08:00,448,71,47,Evening
CE00889,QC03,VC00005,2026-08-19 08:30:00,386,17,25,Night
CE00890,QC02,VC00904,2025-05-29 02:43:00,462,4,31,Evening
CE00891,QC03,VC00190,2026-04-16 20:33:00,471,70,32,Evening
CE00892,QC02,VC00119,2026-05-05 04:31:00,350,0,58,Evening
CE00893,QC05,VC00954,2025-07-09 09:57:00,313,38,47,Morning
CE00894,QC08,VC00326,2026-05-08 12:24:00,353,49,32,Evening
CE00895,QC08,VC00072,2026-09-23 22:01:00,477,27,60,Night
CE00896,QC08,VC00398,2025-03-16 14:32:00,384,61,23,Evening
CE00897,QC01,VC00417,2026-12-06 04:53:00,352,2,40,Morning
CE00898,QC07,VC00717,2025-12-04 11:47:00,340,60,61,Evening
CE00899,QC07,VC00198,2025-12-31 04:12:00,315,1,79,Morning
CE00900,QC08,VC00854,2026-07-08 22:24:00,442,69,56,Evening
CE00901,QC07,VC00997,2025-06-13 09:41:00,399,45,25,Morning
CE00902,QC05,VC00642,2026-08-04 23:38:00,473,2,75,Night
CE00903,QC04,VC00720,2025-03-13 04:21:00,379,81,66,Morning
CE00904,QC03,VC00501,2026-10-10 08:37:00,317,31,50,Morning
CE00905,QC05,VC00458,2025-10-29 15:23:00,431,40,29,Night
CE00906,QC02,VC00634,2026-09-06 11:31:00,414,17,68,Morning
CE00907,QC03,VC00637,2025-01-23 16:13:00,306,46,80,Night
CE00908,QC01,VC00586,2026-07-05 20:17:00,435,28,35,Morning
CE00909,QC03,VC00049,2025-06-13 07:04:00,383,85,36,Night
CE00910,QC07,VC00287,2025-03-19 02:41:00,351,42,41,Evening
CE00911,QC04,VC00584,2026-05-04 22:07:00,466,88,20,Evening
CE00912,QC05,VC00701,2026-02-25 11:37:00,366,14,27,Evening
CE00913,QC07,VC00463,2026-05-28 12:21:00,367,83,70,Night
CE00914,QC01,VC00560,2026-05-26 12:24:00,379,87,78,Night
CE00915,QC08,VC00625,2026-07-09 05:30:00,387,55,73,Night
CE00916,QC02,VC00518,2025-09-04 06:11:00,318,0,58,Evening
CE00917,QC03,VC00887,2026-08-25 00:55:00,336,63,33,Morning
CE00918,QC07,VC00418,2026-03-23 21:14:00,357,32,48,Morning
CE00919,QC08,VC00331,2025-08-20 15:44:00,323,9,38,Evening
CE00920,QC02,VC00694,2025-03-29 06:32:00,468,84,59,Morning
CE00921,QC05,VC00395,2026-04-26 03:09:00,469,78,70,Evening
CE00922,QC03,VC00884,2025-07-26 12:18:00,322,30,50,Night
CE00923,QC04,VC00920,2025-03-10 08:07:00,399,73,23,Evening
CE00924,QC05,VC00787,2025-09-10 05:43:00,380,57,23,Night
CE00925,QC03,VC00181,2025-07-19 10:40:00,397,49,30,Morning
CE00926,QC07,VC00265,2025-08-28 17:57:00,348,20,64,Evening
CE00927,QC07,VC00434,2025-12-08 04:18:00,357,33,26,Night
CE00928,QC06,VC00488,2026-03-29 16:31:00,422,88,43,Morning
CE00929,QC08,VC00607,2025-05-17 16:55:00,415,55,56,Morning
CE00930,QC04,VC00170,2025-02-21 15:22:00,350,6,47,Evening
CE00931,QC03,VC00376,2025-06-23 06:37:00,422,8,79,Evening
CE00932,QC01,VC00576,2025-11-03 09:49:00,420,59,29,Evening
CE00933,QC07,VC00616,2026-05-15 14:50:00,437,32,20,Night
CE00934,QC05,VC00821,2025-01-03 04:30:00,447,38,77,Evening
CE00935,QC06,VC00933,2025-09-22 12:27:00,320,54,63,Evening
CE00936,QC06,VC00038,2025-05-25 06:11:00,355,86,20,Night
CE00937,QC05,VC00210,2025-08-24 21:17:00,379,30,74,Night
CE00938,QC03,VC00504,2025-01-11 04:51:00,440,80,43,Evening
CE00939,QC03,VC00754,2025-02-21 03:45:00,431,52,42,Morning
CE00940,QC04,VC00413,2025-11-09 00:50:00,443,9,66,Night
CE00941,QC03,VC00856,2025-08-06 06:36:00,419,75,42,Evening
CE00942,QC08,VC00065,2026-11-15 11:42:00,384,50,24,Evening
CE00943,QC07,VC00931,2025-01-07 07:30:00,451,24,59,Night
CE00944,QC01,VC00581,2026-08-09 03:52:00,474,42,52,Evening
CE00945,QC02,VC00322,2026-06-26 18:17:00,315,84,33,Morning
CE00946,QC04,VC00567,2026-07-26 16:37:00,405,25,47,Night
CE00947,QC01,VC00664,2025-02-07 12:36:00,478,19,61,Night
CE00948,QC01,VC00150,2025-05-25 14:34:00,374,71,37,Evening
CE00949,QC04,VC00008,2025-09-20 02:05:00,353,75,42,Evening
CE00950,QC07,VC00941,2025-07-17 23:20:00,444,27,49,Evening
CE00951,QC06,VC00309,2026-10-22 21:39:00,453,51,23,Night
CE00952,QC04,VC00437,2025-06-25 21:17:00,446,74,76,Evening
CE00953,QC05,VC00057,2026-09-08 06:16:00,465,60,46,Night
CE00954,QC03,VC00489,2025-01-28 17:22:00,477,5,56,Evening
CE00955,QC04,VC00178,2025-07-21 08:13:00,364,56,36,Morning
CE00956,QC08,VC00992,2026-06-06 07:58:00,339,4,71,Morning
CE00957,QC02,VC00993,2026-11-06 18:27:00,390,28,45,Morning
CE00958,QC01,VC00710,2025-09-14 12:14:00,317,3,33,Night
CE00959,QC06,VC00429,2026-03-05 21:58:00,472,89,47,Morning
CE00960,QC07,VC00851,2025-09-08 11:19:00,467,61,48,Morning
CE00961,QC06,VC00741,2025-05-13 15:21:00,377,76,27,Morning
CE00962,QC07,VC00778,2025-11-19 15:46:00,381,55,63,Night
CE00963,QC08,VC00313,2026-07-09 12:25:00,355,67,43,Morning
CE00964,QC04,VC00058,2025-05-16 13:16:00,319,28,77,Evening
CE00965,QC08,VC00742,2025-12-06 17:01:00,344,20,46,Morning
CE00966,QC01,VC00830,2025-08-15 17:49:00,349,76,74,Morning
CE00967,QC05,VC00998,2025-03-21 22:44:00,302,59,33,Evening
CE00968,QC04,VC00639,2025-06-10 11:17:00,472,43,52,Morning
CE00969,QC06,VC00299,2026-01-22 14:44:00,346,34,20,Evening
CE00970,QC03,VC00472,2026-02-03 11:11:00,367,40,78,Morning
CE00971,QC05,VC00018,2025-08-06 11:33:00,440,4,47,Night
CE00972,QC03,VC00869,2026-05-08 01:03:00,468,44,77,Evening
CE00973,QC03,VC00229,2026-03-24 04:10:00,373,64,46,Morning
CE00974,QC04,VC00250,2025-11-04 03:02:00,395,78,34,Night
CE00975,QC01,VC00195,2025-09-19 00:56:00,433,45,63,Morning
CE00976,QC06,VC00772,2025-01-12 10:04:00,425,12,78,Evening
CE00977,QC01,VC00461,2025-12-17 11:25:00,309,72,44,Evening
CE00978,QC08,VC00557,2026-09-16 00:24:00,374,29,64,Evening
CE00979,QC02,VC00621,2025-02-28 12:15:00,414,14,33,Evening
CE00980,QC08,VC00348,2025-07-25 22:26:00,351,16,68,Evening
CE00981,QC02,VC00656,2026-05-07 05:32:00,356,40,41,Night
CE00982,QC07,VC00429,2026-03-05 21:58:00,364,51,65,Evening
CE00983,QC07,VC00646,2026-08-02 10:37:00,421,80,51,Night
CE00984,QC04,VC00284,2025-06-04 01:46:00,464,66,48,Evening
CE00985,QC03,VC00534,2025-12-26 05:57:00,383,5,50,Morning
CE00986,QC07,VC00297,2026-03-31 17:05:00,319,28,73,Night
CE00987,QC08,VC00744,2026-07-03 10:48:00,440,39,74,Morning
CE00988,QC08,VC00585,2025-09-09 05:56:00,403,23,59,Morning
CE00989,QC03,VC00825,2025-02-09 19:59:00,352,59,29,Morning
CE00990,QC06,VC00667,2025-09-01 20:33:00,455,74,47,Evening
CE00991,QC08,VC00703,2026-10-03 14:34:00,388,27,38,Morning
CE00992,QC07,VC00955,2025-01-02 21:06:00,348,72,38,Night
CE00993,QC03,VC00451,2025-01-28 09:59:00,444,14,22,Evening
CE00994,QC07,VC00590,2026-05-28 02:53:00,459,74,61,Night
CE00995,QC01,VC00189,2026-06-13 08:41:00,469,1,58,Morning
CE00996,QC07,VC00156,2026-02-18 12:50:00,300,5,72,Night
CE00997,QC06,VC00722,2025-02-27 12:33:00,359,39,59,Morning
CE00998,QC07,VC00997,2025-06-13 09:41:00,311,16,65,Morning
CE00999,QC05,VC00169,2025-07-07 20:49:00,412,22,79,Morning
CE01000,QC02,VC00791,2025-11-05 22:46:00,316,51,60,Evening
CE01001,QC03,VC00164,2025-05-10 03:47:00,427,80,26,Evening
CE01002,QC01,VC00451,2025-01-28 09:59:00,476,72,57,Morning
CE01003,QC03,VC00427,2026-03-22 13:12:00,330,17,59,Evening
CE01004,QC07,VC00712,2025-11-14 21:16:00,326,86,61,Evening
CE01005,QC04,VC00326,2026-05-08 12:24:00,339,15,49,Evening
CE01006,QC01,VC00834,2025-02-04 05:37:00,385,88,22,Evening
CE01007,QC01,VC00230,2026-09-30 12:45:00,347,67,40,Night
CE01008,QC08,VC00214,2025-06-27 05:14:00,426,33,53,Evening
CE01009,QC07,VC00427,2026-03-22 13:12:00,322,40,77,Night
CE01010,QC08,VC00510,2026-10-12 15:33:00,351,39,21,Morning
CE01011,QC03,VC00258,2026-10-14 23:12:00,351,5,71,Night
CE01012,QC04,VC00201,2026-04-26 03:18:00,432,76,30,Night
CE01013,QC03,VC00715,2026-06-20 19:06:00,426,25,68,Morning
CE01014,QC02,VC00847,2026-05-01 16:09:00,350,83,64,Night
CE01015,QC08,VC00278,2025-03-24 07:05:00,377,73,66,Morning
CE01016,QC01,VC00436,2025-12-20 10:08:00,398,41,40,Night
CE01017,QC03,VC00740,2025-02-25 13:06:00,326,19,69,Evening
CE01018,QC02,VC00648,2026-04-16 06:53:00,332,53,50,Night
CE01019,QC05,VC00959,2025-04-02 13:14:00,435,83,31,Morning
CE01020,QC08,VC00952,2025-07-01 07:33:00,428,33,33,Night
CE01021,QC04,VC00686,2026-07-17 05:32:00,426,11,49,Evening
CE01022,QC05,VC00922,2026-08-06 01:22:00,476,60,25,Evening
CE01023,QC01,VC00164,2025-05-10 03:47:00,383,49,65,Evening
CE01024,QC02,VC00067,2025-02-24 23:59:00,454,57,76,Morning
CE01025,QC06,VC00799,2026-09-26 02:21:00,367,82,25,Morning
CE01026,QC01,VC00618,2025-11-23 04:54:00,302,40,28,Night
CE01027,QC05,VC00871,2025-07-05 10:13:00,352,49,49,Evening
CE01028,QC05,VC00379,2026-01-15 23:38:00,419,76,55,Evening
CE01029,QC02,VC00453,2025-07-21 17:42:00,468,51,28,Evening
CE01030,QC04,VC00960,2026-10-16 09:17:00,318,9,65,Evening
CE01031,QC05,VC00213,2026-11-06 12:43:00,425,83,21,Morning
CE01032,QC03,VC00722,2025-02-27 12:33:00,411,47,70,Night
CE01033,QC06,VC00657,2026-06-30 11:30:00,337,26,22,Night
CE01034,QC01,VC00031,2025-04-04 16:50:00,330,32,48,Evening
CE01035,QC04,VC00355,2025-09-12 15:11:00,423,59,78,Night
CE01036,QC02,VC00173,2026-09-06 00:29:00,383,87,42,Evening
CE01037,QC02,VC00927,2025-01-10 22:01:00,397,1,23,Evening
CE01038,QC02,VC00807,2025-10-04 23:31:00,371,59,58,Evening
CE01039,QC07,VC00202,2026-01-10 20:59:00,379,58,22,Evening
CE01040,QC02,VC00900,2026-01-13 12:08:00,318,56,78,Morning
CE01041,QC06,VC00724,2025-03-23 17:32:00,420,45,58,Night
CE01042,QC02,VC00832,2026-09-10 03:04:00,436,87,74,Morning
CE01043,QC07,VC00995,2026-11-03 16:35:00,401,24,52,Night
CE01044,QC01,VC00895,2026-07-16 12:20:00,343,41,20,Night
CE01045,QC07,VC00310,2026-01-11 04:56:00,348,74,26,Night
CE01046,QC08,VC00924,2026-04-04 02:02:00,393,89,40,Evening
CE01047,QC03,VC00702,2025-01-01 07:57:00,433,23,51,Morning
CE01048,QC06,VC00185,2026-11-14 10:38:00,398,55,31,Morning
CE01049,QC01,VC00615,2025-02-20 03:43:00,381,18,34,Morning
CE01050,QC07,VC00845,2025-03-11 07:36:00,358,88,23,Morning
CE01051,QC08,VC00914,2025-02-18 19:08:00,451,52,27,Night
CE01052,QC06,VC00531,2025-10-08 13:34:00,330,8,41,Morning
CE01053,QC01,VC00939,2026-03-22 08:26:00,423,46,54,Morning
CE01054,QC07,VC00033,2026-09-28 00:41:00,404,47,37,Morning
CE01055,QC06,VC00652,2025-04-20 06:49:00,357,12,59,Morning
CE01056,QC01,VC00088,2026-08-16 13:20:00,380,67,37,Night
CE01057,QC01,VC00086,2025-04-20 18:18:00,464,64,41,Night
CE01058,QC01,VC00071,2026-03-06 12:39:00,367,11,49,Morning
CE01059,QC06,VC00799,2026-09-26 02:21:00,434,59,47,Night
CE01060,QC05,VC00155,2026-03-18 09:11:00,390,76,67,Evening
CE01061,QC06,VC00670,2025-08-02 00:24:00,335,47,72,Night
CE01062,QC02,VC00882,2025-04-23 16:34:00,371,39,64,Evening
CE01063,QC01,VC00387,2026-02-22 04:29:00,447,30,60,Night
CE01064,QC08,VC00395,2026-04-26 03:09:00,389,68,76,Evening
CE01065,QC04,VC00299,2026-01-22 14:44:00,460,0,51,Evening
CE01066,QC01,VC00088,2026-08-16 13:20:00,350,41,74,Night
CE01067,QC06,VC00621,2025-02-28 12:15:00,393,13,69,Morning
CE01068,QC03,VC00599,2026-01-20 12:14:00,467,67,55,Night
CE01069,QC04,VC00732,2026-06-14 03:07:00,427,22,49,Evening
CE01070,QC08,VC00917,2025-10-17 04:57:00,351,23,42,Morning
CE01071,QC04,VC00336,2026-04-03 04:10:00,367,22,56,Night
CE01072,QC08,VC00109,2025-05-13 18:30:00,442,83,68,Morning
CE01073,QC08,VC00156,2026-02-18 12:50:00,382,45,73,Morning
CE01074,QC05,VC00059,2025-08-03 12:32:00,411,89,76,Morning
CE01075,QC03,VC00324,2025-04-28 03:01:00,354,12,20,Morning
CE01076,QC02,VC00854,2026-07-08 22:24:00,446,0,63,Morning
CE01077,QC01,VC00469,2026-02-11 03:31:00,476,52,38,Night
CE01078,QC04,VC00621,2025-02-28 12:15:00,477,81,33,Morning
CE01079,QC08,VC00321,2026-04-18 05:57:00,435,42,42,Night
CE01080,QC01,VC00507,2026-12-08 08:33:00,329,2,64,Evening
CE01081,QC04,VC00482,2025-12-19 05:13:00,380,86,54,Night
CE01082,QC02,VC00852,2025-02-11 08:03:00,428,37,36,Night
CE01083,QC04,VC00254,2026-10-17 04:19:00,361,28,70,Morning
CE01084,QC02,VC00595,2025-12-10 23:06:00,449,40,71,Morning
CE01085,QC06,VC00142,2026-04-17 10:10:00,308,64,33,Evening
CE01086,QC07,VC00920,2025-03-10 08:07:00,462,17,41,Night
CE01087,QC08,VC00666,2026-01-28 06:17:00,354,24,44,Evening
CE01088,QC06,VC00566,2025-06-25 07:23:00,478,69,28,Night
CE01089,QC02,VC00752,2026-02-15 01:17:00,434,60,53,Evening
CE01090,QC06,VC00668,2025-09-07 15:07:00,476,59,53,Morning
CE01091,QC05,VC00515,2026-10-07 19:09:00,373,1,74,Night
CE01092,QC04,VC00889,2026-10-13 08:29:00,440,27,40,Morning
CE01093,QC03,VC00639,2025-06-10 11:17:00,352,1,20,Night
CE01094,QC08,VC00482,2025-12-19 05:13:00,324,18,76,Morning
CE01095,QC02,VC00241,2026-11-24 19:50:00,465,27,72,Night
CE01096,QC05,VC00652,2025-04-20 06:49:00,400,65,80,Night
CE01097,QC06,VC00520,2026-10-31 11:15:00,476,75,43,Evening
CE01098,QC01,VC00685,2025-12-21 19:34:00,379,58,56,Night
CE01099,QC03,VC00252,2026-06-03 12:52:00,431,13,62,Morning
CE01100,QC06,VC00892,2026-04-03 10:48:00,346,0,69,Morning
CE01101,QC02,VC00203,2025-08-07 10:45:00,308,67,79,Evening
CE01102,QC06,VC00673,2025-06-25 02:57:00,378,27,40,Evening
CE01103,QC02,VC00066,2025-12-08 20:43:00,345,70,59,Night
CE01104,QC06,VC00018,2025-08-06 11:33:00,307,60,77,Evening
CE01105,QC07,VC00754,2025-02-21 03:45:00,444,35,27,Night
CE01106,QC02,VC00890,2025-07-18 08:12:00,407,1,41,Morning
CE01107,QC07,VC00539,2025-08-27 12:50:00,469,11,72,Night
CE01108,QC02,VC00007,2026-02-27 09:59:00,371,14,78,Night
CE01109,QC05,VC00067,2025-02-24 23:59:00,418,72,45,Morning
CE01110,QC07,VC00603,2026-04-15 13:18:00,465,10,37,Evening
CE01111,QC04,VC00618,2025-11-23 04:54:00,307,10,51,Evening
CE01112,QC07,VC00987,2025-04-30 16:20:00,332,49,56,Evening
CE01113,QC04,VC00404,2025-10-05 11:49:00,339,18,56,Night
CE01114,QC03,VC00108,2025-06-09 08:41:00,454,79,32,Morning
CE01115,QC02,VC00002,2026-03-29 03:44:00,347,24,65,Night
CE01116,QC08,VC00761,2025-06-28 01:39:00,312,34,70,Morning
CE01117,QC08,VC00235,2026-01-30 01:07:00,467,32,41,Morning
CE01118,QC07,VC00072,2026-09-23 22:01:00,474,11,47,Morning
CE01119,QC02,VC00103,2025-06-07 09:29:00,362,54,37,Morning
CE01120,QC01,VC00459,2026-04-19 15:13:00,310,65,68,Morning
CE01121,QC03,VC00586,2026-07-05 20:17:00,453,76,71,Night
CE01122,QC08,VC00914,2025-02-18 19:08:00,346,36,50,Night
CE01123,QC01,VC00827,2026-04-03 16:26:00,474,67,79,Night
CE01124,QC02,VC00841,2026-01-08 07:46:00,329,11,76,Evening
CE01125,QC03,VC00393,2026-08-25 00:29:00,335,28,70,Night
CE01126,QC02,VC00154,2025-07-28 18:08:00,382,12,26,Night
CE01127,QC02,VC00307,2025-04-12 11:54:00,360,85,62,Morning
CE01128,QC04,VC00802,2025-08-12 22:33:00,442,30,23,Morning
CE01129,QC01,VC00519,2025-01-07 14:21:00,438,34,51,Morning
CE01130,QC03,VC00208,2026-06-13 09:30:00,325,52,44,Evening
CE01131,QC04,VC00736,2026-11-01 01:59:00,331,52,66,Evening
CE01132,QC05,VC00904,2025-05-29 02:43:00,432,23,27,Morning
CE01133,QC08,VC00174,2026-05-18 09:15:00,433,71,77,Evening
CE01134,QC05,VC00225,2025-10-06 16:24:00,325,35,77,Morning
CE01135,QC04,VC00347,2025-10-29 22:18:00,423,85,41,Evening
CE01136,QC06,VC00913,2025-05-26 21:33:00,476,87,33,Night
CE01137,QC08,VC00315,2025-03-18 14:34:00,308,0,61,Morning
CE01138,QC08,VC00217,2025-09-06 11:36:00,340,86,73,Morning
